Date,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,PNJ,POW,REE,SAB,SBT,SSI,STB,TCB,TCH,TPB,VCB,VHM,VIB,VIC,VJC,VN30F1M,VNM,VPB,VRE,TOTAL,value
2022-09-05 07:30:00,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,20656131.266819846,0.0,0.0,0.0,20656131.266819846,-14303943.035913069
2022-09-05 07:45:00,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,-14303943.035913069
2022-09-05 08:00:00,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,-14303943.035913069
2022-09-06 02:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,-14303943.035913069
2022-09-06 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,-14303943.035913069
2022-09-06 02:45:00,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-14303943.035913069
2022-09-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-14303943.035913069
2022-09-06 03:15:00,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-14303943.035913069
2022-09-06 03:30:00,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-14303943.035913069
2022-09-06 03:45:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14303943.035913069
2022-09-06 04:00:00,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,5737535.320556228,-0.0,-0.0,-0.0,5737535.320556228,-8566407.715356842
2022-09-06 04:15:00,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,6375039.245063925,-0.0,-0.0,0.0,6375039.245063925,-2191368.4702929165
2022-09-06 04:30:00,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,4781279.433796132,-0.0,0.0,0.0,4781279.433796132,2589910.9635032155
2022-09-06 04:45:00,0.0,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,,,,3187519.6225319626,0.0,0.0,0.0,3187519.6225319626,5777430.586035178
2022-09-06 06:15:00,0.0,,0.0,,,0.0,,,,-0.0,,0.0,,,,-0.0,,,-0.0,,,,-0.0,,,,,-0.0,0.0,,,,-20718877.54645232,-0.0,-0.0,0.0,-20718877.54645232,-14941446.960417144
2022-09-06 06:30:00,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-30281436.41404821,0.0,0.0,0.0,-30281436.41404821,-45222883.374465354
2022-09-06 06:45:00,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,27093916.791516248,0.0,0.0,-0.0,27093916.791516248,-18128966.582949106
2022-09-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43031514.90417244,0.0,0.0,0.0,43031514.90417244,24902548.321223337
2022-09-06 07:15:00,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-63750392.45062476,0.0,-0.0,0.0,-63750392.45062476,-38847844.129401416
2022-09-06 07:30:00,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,12750078.490124227,0.0,0.0,0.0,12750078.490124227,-26097765.63927719
2022-09-06 07:45:00,-0.0,0.0,,,,,0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,,-4658812.218812515,,0.0,,-4658812.218812515,-30756577.858089704
2022-09-06 08:00:00,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,,-6036713.4245514255,,0.0,,-6036713.4245514255,-36793291.28264113
2022-09-07 02:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60312862.62938117,,,,-60312862.62938117,-97106153.9120223
2022-09-07 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1340285.8362084802,,,,-1340285.8362084802,-98446439.74823077
2022-09-07 02:45:00,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-98446439.74823077
2022-09-07 03:00:00,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-98446439.74823077
2022-09-07 03:15:00,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,17207016.496050753,0.0,-0.0,0.0,17207016.496050753,-81239423.25218001
2022-09-07 03:30:00,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,3511636.0196031556,0.0,-0.0,0.0,3511636.0196031556,-77727787.23257685
2022-09-07 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-34333886.12037975,0.0,0.0,0.0,-34333886.12037975,-112061673.3529566
2022-09-07 04:00:00,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-6079138.243970557,0.0,0.0,0.0,-6079138.243970557,-118140811.59692715
2022-09-07 04:15:00,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,34955044.90284193,0.0,-0.0,0.0,34955044.90284193,-83185766.69408521
2022-09-07 04:30:00,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19757199.292910356,0.0,0.0,0.0,-19757199.292910356,-102942965.98699556
2022-09-07 04:45:00,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,4559353.682978782,,,,4559353.682978782,-98383612.30401678
2022-09-07 06:15:00,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,-24316552.975892596,,,,-24316552.975892596,-122700165.27990937
2022-09-07 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-1700334.3191820104,0.0,0.0,0.0,-1700334.3191820104,-124400499.59909138
2022-09-07 06:45:00,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,6886998.771480304,0.0,0.0,0.0,6886998.771480304,-117513500.82761107
2022-09-07 07:00:00,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,9261825.934059646,0.0,0.0,0.0,9261825.934059646,-108251674.89355142
2022-09-07 07:15:00,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-1662379.0138056464,0.0,0.0,-0.0,-1662379.0138056464,-109914053.90735707
2022-09-07 07:30:00,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,211355101.8884201,-0.0,-0.0,-0.0,211355101.8884201,101441047.98106304
2022-09-07 07:45:00,0.0,,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7245134.117228136,0.0,0.0,0.0,-7245134.117228136,94195913.8638349
2022-09-07 08:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162291516.31504774,0.0,0.0,0.0,162291516.31504774,256487430.17888266
2022-09-08 02:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-164257040.22585577,,,,-164257040.22585577,92230389.95302689
2022-09-08 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3484240.247215171,,,,-3484240.247215171,88746149.70581172
2022-09-08 02:45:00,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,8805780.810613757,-0.0,0.0,0.0,8805780.810613757,97551930.51642548
2022-09-08 03:00:00,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1942451.6494012715,0.0,0.0,0.0,1942451.6494012715,99494382.16582675
2022-09-08 03:15:00,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1294967.7662655513,0.0,0.0,0.0,1294967.7662655513,100789349.93209231
2022-09-08 03:30:00,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,100789349.93209231
2022-09-08 03:45:00,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,18129548.72773538,-0.0,-0.0,-0.0,18129548.72773538,118918898.6598277
2022-09-08 04:00:00,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-9712258.247000467,0.0,0.0,0.0,-9712258.247000467,109206640.41282722
2022-09-08 04:15:00,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-10359742.130134715,0.0,0.0,0.0,-10359742.130134715,98846898.2826925
2022-09-08 04:30:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,23775099.1948256,0.0,-0.0,0.0,23775099.1948256,122621997.47751811
2022-09-08 04:45:00,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,122621997.47751811
2022-09-08 06:15:00,,,,-0.0,,-0.0,,,,0.0,,,,,,,,,,,,,0.0,-0.0,,,,-0.0,-0.0,-0.0,,-0.0,-53580704.93418922,,-0.0,,-53580704.93418922,69041292.54332888
2022-09-08 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-649463.0901128701,0.0,0.0,0.0,-649463.0901128701,68391829.45321602
2022-09-08 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,20471770.807427444,0.0,0.0,0.0,20471770.807427444,88863600.26064345
2022-09-08 07:00:00,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-63032200.67077197,-0.0,0.0,-0.0,-63032200.67077197,25831399.58987148
2022-09-08 07:15:00,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-152225599.68478605,-0.0,-0.0,0.0,-152225599.68478605,-126394200.09491457
2022-09-08 07:30:00,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1903079.4098603716,0.0,-0.0,-0.0,1903079.4098603716,-124491120.6850542
2022-09-08 07:45:00,,0.0,0.0,-0.0,0.0,,,-0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,-0.0,0.0,,-0.0,,0.0,,0.0,-124491120.6850542
2022-09-08 08:00:00,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,-124491120.6850542
2022-09-09 02:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,-124491120.6850542
2022-09-09 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,0.0,-124491120.6850542
2022-09-09 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-124491120.6850542
2022-09-09 03:00:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-124491120.6850542
2022-09-09 03:15:00,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-124491120.6850542
2022-09-09 03:30:00,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-649770.3827980431,0.0,0.0,-0.0,-649770.3827980431,-125140891.06785224
2022-09-09 03:45:00,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-6497703.827967136,0.0,-0.0,0.0,-6497703.827967136,-131638594.89581938
2022-09-09 04:00:00,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,14619833.612924209,0.0,-0.0,0.0,14619833.612924209,-117018761.28289518
2022-09-09 04:15:00,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-117018761.28289518
